TITLE;TYPE;RATING;REVIEWS;ADDRESS;LATITUDE;LONGITUDE;POSTAL_CODE;PRICE;DESCRIPTION;TAGS;
La Lonchera;De Fusión;0;0;Calle del Cardenal Cisneros, 19, 28010 Madrid;40.4305505;-3.7018893;28010;24;;Afterwork, Brunch, Con amigos, Ceviche;
La Bodeguita de Chamberí;Español;0;0;Calle de Luchana, 37, 28010 Madrid;40.4323031;-3.6982425;28010;20;;Pinchos y Tapas, Europeo;
La Burla de Quevedo;Cumpleaños;0;0;Calle Azofra, 31, 28050 Madrid;40.5006053;-3.6717383;28050;25;;Con amigos, Tartar, Creativo, De Fusión;
Pointer Madrid;Internacional;0;0;Calle Marqués de la Ensenada, 16, 28004 Madrid;40.4250963;-3.691769;28004;30;Este local de vocación cosmopolita y transgresora bien podría hallarse en un barrio como Williamsburg (Nueva York) o Shoreditch (Londres). Pointer Madrid es un restaurante de espíritu indudablemente internacional, algo que se refleja tanto en su carta como en su interior con diversos espacios, siempre efervescente. Podemos optar por la planta cero, un espacio neoindustrial, sofisticadísimo, para grupos y celebraciones; o por su sala privada con una enorme mesa de madera maciza, irresistible, para reuniones profesionales y personales. Por último, también podemos reservar mesa en su planta colón, con vistas únicas a la Plaza de Colón, un espacio cálido, acogedor y 100% urbanita.Su carta está a la altura del eclecticismo de un espacio que es puro glamour. En ella encontramos platos de todos los rincones del mundo, como unas navajas nikkei con ralladura de lima y mahonesa de piquillo con cilantro y jalapeño deshidratado. O un solomillo a baja temperatura al horno trufado con puré de patatas, o un pollo Tandoori massala con arroz basmati.;Afterwork, Con amigos, Cumpleaños, Familia, Carnes, Pizza, Tartar;
Ekain Gastrobar;Vasco;0;0;Paseo de la Castellana, 132, 28046 Madrid;40.4505732;-3.6902007;28046;15;;Con amigos, Despedida de solter@, Familia, Terraza, Carnes, Europeo, Español;
La Nueva Sidrería;Asturiano;0;0;Calle de Ntra. Sra. de la Luz, 62, 28047 Madrid;40.3850373;-3.7475434;28047;20;;Con amigos, Familia, Carnes, De cuchara, Europeo, Español;
L.A. Sushi - Príncipe de Vergara;Japonés;0;0;Calle del Príncipe de Vergara, 252, 28016 Madrid;40.4554294;-3.6768492;28016;30;;Con amigos, Marisco, Sushi, Tartar, Día de la Madre, Restaurant Week, Asiático;
Orfran;Español;0;0;Calle de Fermín Caballero, 7, 28034 Madrid;40.4867025;-3.6998345;28034;12;;Con amigos, Terraza, Europeo;
La Rebujita;Español;0;0;Calle Nogales, 7, 28005 Madrid;40.40239469999999;-3.708652599999999;28005;15;;Con amigos, Familia, Europeo;
Mesón el Cordero;Español;0;0;Plaza de la Remonta, 12, 28039 Madrid;40.46347230000001;-3.6973678;28039;30;;Bodas, Comuniones, Con amigos, Cumpleaños, Terraza, Europeo;
Frejkito;De Autor;0;0;Calle de la Ribera del Manzanares, 123, 28008 Madrid;40.428843;-3.7328183;28008;40;;Mediterráneo;
Hamper;Mediterráneo;0;0;Calle de Bravo Murillo, 54, 28003 Madrid;40.4430012;-3.7038497;28003;20;;Afterwork, Con amigos, Cumpleaños, De negocios, Tartar;
La Picarona - Castelló;Español;0;0;Calle de Castelló, 3, 28001 Madrid;40.4225234;-3.6818325;28001;20;;Afterwork, Con amigos, Familia, Europeo;
Rampujo;De mercado;0;0;Calle Manuel Pombo Angulo, 18, 28050 Madrid;40.5072579;-3.6554922;28050;35;;Brasería, Con amigos, Terraza;
IBEX -The Modern Indian Kitchen & Bar;Indio;0;0;Calle de Maldonado, 7, 28006 Madrid;40.4340418;-3.6849006;28006;16;;Afterwork, Con amigos, Familia, Asiático;
La Zalamera;De mercado;0;0;Av. de la Reina Victoria, 32, 28003 Madrid;40.4471966;-3.710154999999999;28003;20;;Con amigos, Carnes;
Lugano;Español;0;0;Calle de María Tubau, 19, 28050 Madrid;40.5112122;-3.6784682;28050;10;;Con amigos, Familia, Carnes, Hamburguesas, Paella, Europeo;
KungFu;Chino;0;0;Calle de la Luna, 12, 28004 Madrid;40.4221028;-3.705668799999999;28004;15;Este restaurante ubicado en el corazón de Chueca es el lugar perfecto para una comida informal, saludable, deliciosa y a buen precio en el centro de Madrid. El minúsculo comedor de este local siempre concurrido y agradable es ideal para disfrutar de una carta de noodles a precios ajustados y de otros platos asiáticos que van desde dim sums a arroces y entrantes como los rollitos de primavera. Un espacio para detenerse cuando vamos con prisas y saber que vamos a comer muy bien sin gastar demasiado. Pero también para disfrutar de una sobremesa de excepción a base de té verde con sus lai wan bao, unos bollitos dulces riquísimos cocinados al vapor en una cesta de bambú.Además de una gran oferta de noodles –que van desde los salteados con vieiras, con pato, con verduras o en salsa de sésamo–, el local cuenta también con diversas opciones de arroces, sencillos y muy bien cocinados. Su oferta de dim sum es una fiesta en toda regla, lo mismo que sus sopas (de langostinos, pollo, carne o agripicante), el entrante ideal cuando el frío empieza a aparecer.;Con amigos, Asiático;
Planet Organic;Internacional;0;0;Calle de Castelló, 63, 28001 Madrid;40.4287372;-3.6812767;28001;25;;Con amigos, Familia, Grupos, Pizza, Día de la Madre, Día del Padre, Family Days, Healthy;
Zarracín;Vasco;0;0;Calle de San Bernardo, 106, 28015 Madrid;40.4307154;-3.705189099999999;28015;35;;Con amigos, Familia, Fiestas San Isidro, Bacalao, Carnes, Ceviche, De cuchara, Tartar, Europeo, Español;
65 Grados;Mediterráneo;0;0;Av. de Brasil, 6 Bajo B, 28020 Madrid;40.45446;-3.692990899999999;28020;17;;Con amigos, Familia, Bacalao, Carnes, Cochinillo, Hamburguesas, Certificado de Excelencia TripAdvisor 2018;
Maye's Bistró - General Martínez Campos;Americano;0;0;Paseo del General Martínez Campos, 4, 28010 Madrid;40.4348464;-3.698051;28010;15;;Con amigos, Hamburguesas;
BB Bistrot;Internacional;0;0;Calle de Recoletos, 11, 28001 Madrid;40.4219505;-3.690109;28001;16;;Bistró, Carnes, Ceviche, Tartar, Healthy;
Topic -  Hotel One Shot Recoletos;Mediterráneo;0;0;Calle Salustiano Olózaga, 4, 28001 Madrid;40.4208681;-3.6913857;28001;20;;Con amigos, Hotel;
Taberna Verde y Blanco;Andaluz;0;0;Calle Manuel Pombo Angulo, 10, 28050 Madrid;40.5062541;-3.6565017;28050;20;;Comuniones, Con amigos, Cumpleaños, Despedida de solter@, Familia, Terraza, Europeo, Español;
Sapori Italiani - Mercado Barceló;Italiano;0;0;Calle Barceló, 6 (Puesto 323, 2ª planta), 28004 Madrid;40.4268079;-3.6986831;28004;25;;Con amigos, Pizza, Europeo;
La Tapería del 21;Español;0;0;Calle del Tribulete, 21, 28012 Madrid;40.40747640000001;-3.7030828;28012;20;;Tartar, Certificado de Excelencia TripAdvisor 2018, Europeo;
La Locura de Levante;Mediterráneo;0;0;Calle del Príncipe de Vergara, 34, 28001 Madrid;40.4265295;-3.6796163;28001;25;;Con amigos, Familia, Arroces, Paella, Tartar;
Casa Federica;Argentino;0;0;Calle Manzana, 19, 28015 Madrid;40.4239549;-3.7087507;28015;15;;Con amigos, Tipico, Pizza, Certificado de Excelencia TripAdvisor 2018, Latino;
Plant Grill;Vegetariano;0;0;Calle Núñez de Arce, 6, 28012 Madrid;40.4156373;-3.7013458;28012;12;;Con amigos, Tartar;
Santa Sierra;Mediterráneo;0;0;Calle Duque de Sesto, 1, 28009 Madrid;40.42270389999999;-3.6786109;28009;20;;;
Komki Smoked BBQ;Internacional;0;0;Av. de Filipinas, 4, 28003 Madrid;40.4394005;-3.7115524;28003;18;;Con amigos, Carnes;
Noi Due;Italiano;0;0;Calle Vallehermoso, 59, 28015 Madrid;40.4367767;-3.7085856;28015;24;;Con amigos, Pizza, Certificado de Excelencia TripAdvisor 2018, Europeo;
ChongTsing Taste;Chino;0;0;Pl. del Conde del Valle de Súchil, 7, 28015 Madrid;40.4309263;-3.7077037;28015;20;;Con amigos, Asiático;
Barra de Pintxos - Narvaez;Español;0;0;Calle de Narváez, 45, 28009 Madrid;40.41926220000001;-3.675948;28009;15;;Con amigos, Terraza, Hamburguesas, Pinchos y Tapas, Europeo;
Martinica Gastrobar;Español;0;0;Calle de Francisco Silvela, 73, 28028 Madrid;40.4361728;-3.6764514;28028;20;;Europeo;
Rocacho;Asador;0;0;Calle de Padre Damián, 38, 28036 Madrid;40.4582487;-3.6853261;28036;55;Rocacho es ese tipo de restaurante que viene a la memoria cuando uno quiere darse un homenaje, sobre todo, arrocero y carnívoro. Se trata de uno de esos locales tradicionales, en su carta, que puede presumir de una cocina sin artificios, pero llena de sabores auténticos. Su chef Antonio Muro, borda como nadie las carnes de El Capricho, los pescados a la brasa y los arroces, considerados por muchos de los mejores que puedes comerte en Madrid. ¿Qué vas a poder catar aquí? Solomillo o hamburguesa de buey, rodaballo salvaje, paella de cigalas y alcachofas, brochetas de rape y carabinero con espuma de boletus... y, como estos, muchos platos más dignos de ser probados. Gastronomía de diez en un restaurante de mesas con mantel.;Afterwork, Con amigos, De negocios, Familia, Arroces, Carnes, Paella, Tartar, Selección Insider - Terrazas, Día del Padre;
Salsa y Sabor;Peruano;0;0;Calle Melquiades Biencinto, 28038 Madrid;40.3973137;-3.6691753;28038;25;;Con amigos, Ceviche, Latino;
The Knife - Arturo Soria;Argentino;0;0;Calle de Arturo Soria, 126, 28043 Madrid;40.4499968;-3.6507593;28043;19;;Buffet libre, Carnes, Latino;
Meraki;Español;0;0;Calle Muñico, 9, 28047 Madrid;40.4016036;-3.7408258;28047;15;;Con amigos, Terraza, Carnes, Hamburguesas, Europeo;
Tequeños Que Molan;Latino;0;0;Calle de las Infantas, 30, 28004 Madrid;40.4202752;-3.6987578;28004;12;;Con amigos;
Mango Gin Bar;Internacional;0;0;Calle del Noviciado, 2, 28015 Madrid;40.4256353;-3.7075607;28015;20;;;
Oasis Lounge Madrid;Mediterráneo;0;0;Calle del Comercio, 2, 28007 Madrid;40.4038421;-3.6814087;28007;15;;Bistró, Carnes, Tartar;
Tentación;Español;0;0;Calle de Zorrilla, 11, 28014 Madrid;40.4168202;-3.6970832;28014;25;;Familia, Grupos, Paella, Europeo;
Palki;Indio;0;0;Calle Príncipe Carlos, 42, 28050 Madrid;40.4932111;-3.6548213;28050;16;;Con amigos, Día del Padre, Asiático;
Curry House;Indio;0;0;Av. de Monforte de Lemos, 119, 28029 Madrid;40.47813;-3.70921;28029;18;;Con amigos, Día del Padre, Asiático;
Nimu Barquillo;Mediterráneo;0;0;Calle del Barquillo, 40, 28004 Madrid;40.4239319;-3.6954747;28004;40;Siempre es una buena idea ocupar la carismática barra circular de este local de alma trendy ubicado en el corazón de Chueca. A mediodía, para un almuerzo a base de buen producto y platos de aquí y allá. O por la noche, para degustar uno de sus pescados, que van desde un pez mantequilla de textura perfecta o un señor bocadillo de calamares. O sus carnes, que pueden ser desde un solomillo a unos callos. Aunque si no nos apetece una comida al uso siempre podemos ocuparla en cualquier momento del día y montarnos un picoteo sui generis que puede constar, pongamos por caso, de unos nigiris de huevo frito con un foie mi cuit, unas bravas, un ceviche o una tortilla. Todo vale en casa del chef Héctor Arias, siempre que esté impecablemente elaborado y la materia prima sea de la máxima calidad. La fusión es, de hecho, la seña de identidad de un local espectacular, que bebe de las tradiciones de todos los rincones del planeta y las traslada a un espacio que invita a las largas sobremesas, pues además de la barra cuenta con un agradable comedor. Un eclecticismo bien entendido que encontramos también en su interiorismo: sus mesas de madera, las sillas y butacas de colores que combinan con elegantes sofás rojos, la chimenea y las paredes recubiertas en madera le confieren un inconfundible aire cálido y acogedor.;Bistró, Con amigos, Familia, Fiestas San Isidro, Carnes, Tartar, Selección Insider - Mediterráneos, Certificado de Excelencia TripAdvisor 2018;
Despecho con Amor;Internacional;0;0;Calle de Breton de los Herreros, 27, 28003 Madrid;40.4397032;-3.6984209;28003;25;;Comuniones, Con amigos, Cumpleaños, Despedida de solter@, Arroces, Paella, Tartar;
Irsushi Don Ramón de la Cruz;Japonés;0;0;Calle de Don Ramón de la Cruz, 107, 28006 Madrid;40.4286461;-3.6711576;28006;20;;Sushi, Tartar, Asiático;
Buddy & Beer;Internacional;0;0;Calle de Pradillo, 30, 28002 Madrid;40.448775;-3.6726351;28002;20;;Carnes, Ceviche, Hamburguesas, Tartar;
Baden;Español;0;0;Calle del Gral. Rodrigo, 17, 28003 Madrid;40.445475;-3.7142785;28003;25;;De negocios, Carnes, Pizza, Tartar, Europeo;
El Rincon del Venezolano;Latino;0;0;Plaza de la Cebada, 28005 Madrid;40.4107817;-3.7096773;28005;15;;Con amigos, Tipico;
La Crepa;Francés;0;0;Calle Vallehermoso, 36, 28015 Madrid;40.4341012;-3.7082834;28015;13;;Económicos, Europeo;
Tasca Zarautz;Mediterráneo;0;0;Calle María Tudor, s/n, 28050 Madrid;40.4962332;-3.6601672;28050;25;;Familia;
Doña Adelita - Marqués de Cubas;Mexicano;0;0;Calle del Marqués de Cubas, 18, 28014 Madrid;40.4161267;-3.6959549;28014;16;;Con amigos, Familia, Latino;
Brazilian Fusión;De Fusión;0;0;Calle Siete de Julio, 3, 28012 Madrid;40.41586;-3.7079309;28012;15;;Con amigos, Carnes;
Meraki Madrid;Internacional;0;0;Av. de Carabanchel Alto, 138, 28054 Madrid;40.3636869;-3.75393;28054;25;;Con amigos, Carnes, Tartar;
Pomerania Madrid;Mediterráneo;0;0;Calle de María de Molina, 4, 28006 Madrid;40.4377655;-3.689105199999999;28006;35;De aire nórdico y acogedor, interiorismo a base de cálidas maderas, grandes lámparas, espejos y muebles de diseño, este local de alma contemporánea, el cuarto del Grupo RanTamPlan, lo tiene todo. Tiene una terraza agradable y cool –con calefacción para poder disfrutarla también en invierno–, una barra en la entrada en la que hacer un alto en el camino a cualquier hora y un área de DJ que alegra las noches de los comensales más intrépidos y de aquellos noctámbulos en busca de glamour. Cuenta, además, con un precioso comedor acristalado, con unas mesas en la planta de arriba y con una señora carta de cocina creativa firmada por el chef Gonzalo Menéndez. Una carta en la que reina la fusión, en la que las propuestas internacionales conviven con algunas de marcado carácter mediterráneo y –en consonancia con la estética del local– también nórdico. En ella encontramos desde los langostinos tigre en tempura con salsa de chiles coreanos de Chow-Chow o la lubina a la sal de Pointer. Por no hablar de propuestas como arroces, pastas, pescados, carnes y postres como una torrija sensacional y fruta de temporada con sopa de clorofila. La ubicación, en pleno meollo madrileño, tampoco tiene desperdicio. El local cuenta también con un reservado para encuentros privados.;Afterwork, Con amigos, Cumpleaños, De negocios, Arroces, Carnes, Ceviche, Paella, Tartar, Selección Insider - Mediterráneos, Selección Insider - Novedades, Selección Insider - Terrazas, Selección Insider - Trendy, Día de la Madre;
City Bell;Argentino;0;0;Calle Alejandro González, 8, 28028 Madrid;40.4298383;-3.663631;28028;20;;Familia, Carnes, Latino;
SushiMain;Japonés;0;0;Calle de Matilde Diez, 16, 28002 Madrid;40.4459672;-3.6732771;28002;15;;Bistró, Sushi, Tartar, Asiático;
Luz de Luna;Mexicano;0;0;Calle del Gral. Pardiñas, 34, 28001 Madrid;40.426748;-3.6783682;28001;32;;Afterwork, Certificado de Excelencia TripAdvisor 2018, Latino;
Altair;Español;0;0;Calle de Arturo Soria, 321, 28033 Madrid;40.47978;-3.66886;28033;25;;Afterwork, Carnes, Marisco, Europeo;
KECHUA FUSIÓN By Luis Barrios;Peruano;0;0;Calle Nicasio Gallego, 14, 28010 Madrid;40.42949;-3.69834;28010;30;El cocinero peruano Luis Barrios opina, y con razón, que “uno de los problemas que aún tiene la cocina peruana en España es que la gente no sabe muy bien qué es”. Producto de muchas mezclas, si tiene influencias chinas se la conoce como cocina chifa; si es japonesa, nikkei; la hay criolla (fruto de la conquista española); aún quedan platos indígenas… En fin, el mestizaje es su razón de ser. Así que no debe extrañar que Barrios haya apostado por crear un restaurante que mezcla la gastronomía del país sudamericano con la española: Kechua Fusión. ¿Y eso, cómo se come? Veamos ejemplos concretos (un plato vale más que mil palabras): causa limeña con pollo a la gallega o con chipirones al ajillo, zamburiña con crema de ají amarillo, pulpo braseado con aliño de anticucho sobre patatas revolconas, navaja acevichada con fruta de la pasión y solomillo de vaca gallega en la salsa tradicional inca pachamanca. Como imaginas, creaciones en las que entran muchos ingredientes en juego en un escenario informal. Porque Kechua Fusión, en el madrileño barrio de Chamberí, es un restaurante informal, luminoso y lleno de colorido, cuya sala está presidida por un enorme mural que reproduce el fondo del mar.;Con amigos, Cumpleaños, De negocios, Familia, Carnes, Ceviche, De cuchara, Marisco, Selección Insider - Mariscos, Selección Insider - Recomendaciones locales, Latino;
La Birra Lonja;Español;0;0;Calle Marroquina, 24, 28030 Madrid;40.4074028;-3.6491569;28030;20;;Con amigos, Arroces, Carnes, Hamburguesas, Paella, Tartar, Europeo;
Sota Caballo Rey - Maria de Molina;Americano;0;0;Calle de María de Molina, 50D, 28006 Madrid;40.43675;-3.6812;28006;20;;Afterwork, Brasería, Carnes, Tartar;
Bacciu;Latino;0;0;Calle Víctor de la Serna, 2, 28016 Madrid;40.4518449;-3.67401;28016;7;;;
Wamma;Latino;0;0;Calle de Alberto Aguilera, 19, 28015 Madrid;40.4297893;-3.710154999999999;28015;12;;Con amigos;
Viandas Warehouse;Español;0;0;Calle Mayor, 38, 28013 Madrid;40.4162316;-3.7083511;28013;18;;Afterwork, Con amigos, Pinchos y Tapas, Europeo;
Café Saigon;Asiático;0;0;Calle de Velázquez, 102, 28006 Madrid;40.4344488;-3.683167499999999;28006;30;El mítico Café Saigón de María de Molina se sitúa hoy en la vecina calle Velázquez. Nueva ubicación, nuevo local, pero misma esencia. Este restaurante sigue siendo uno de los mayores referentes de comida asiática en la capital y el único vietnamita de lujo en el que, además, se mezclan influencias francesas, chinas, japonesas y mediterráneas. El espacio se divide en dos plantas que representan lo clásico y lo actual. Arriba, está el salón comedor con una carta que apenas incluye novedades, a excepción de la riquísima caldereta de carabinero al curry rojo. Pero, abajo, algo se cuece: una zona más desenfadada con una barra para degustar buen sushi, sus clásicos dumplings de pato con foie a la pimienta Szechuan o disfrutar de un divertido afterwork vietnamita, cóctel en mano.;Con amigos, Cumpleaños, De negocios, Marisco, Selección Insider - Mariscos, Día de la Madre, Día del Padre, Family Days, Insider Week, Restaurant Week, SABOREA ASIA;
Mesón de la Guitarra;Castellano;0;0;Calle Cava de San Miguel, 13, 28005 Madrid;40.4152041;-3.7082424;28005;18;;Familia, Tipico, Europeo, Español;
Motor & Fun;Español;0;0;Calle Diego Ayllón, 12-16, 28043 Madrid;40.4518163;-3.6502535;28043;25;;Con amigos, Familia, Grupos, Para ver deportes, Tartar, Europeo;
Un Lío 33;Americano;0;0;Ronda de Atocha, 33, 28012 Madrid;40.4059395;-3.6982029;28012;18;;Afterwork, Con amigos, En la montaña, Día de la Madre, Día del Padre, Económicos, Family Days;
Bakea;Americano;0;0;Calle de Gaztambide, 32, 28015 Madrid;40.4348321;-3.7154152;28015;15;;Hamburguesas;
L'Amalfitana;Italiano;0;0;Calle Sánchez Pacheco, 84, 28002 Madrid;40.4485568;-3.6689898;28002;25;;Afterwork, Con amigos, Cumpleaños, De negocios, Familia, Carnes, Pizza, Tartar, Europeo;
Trujillo Berrocal - Peruano & Mediterraneo;Peruano;0;0;Calle de Berrocal, 1, 28021 Madrid;40.34903140000001;-3.6783469;28021;15;;Con amigos, Carnes, Ceviche, Hamburguesas, Latino;
Bowlers;Mediterráneo;0;0;Calle del Príncipe de Vergara, 56, 28006 Madrid;40.4318853;-3.679319199999999;28006;15;;Para ver deportes, Ceviche, Poke, Económicos;
Quispe;Peruano;0;0;Calle Orellana, 1, 28004 Madrid;40.4269909;-3.6957256;28004;30;;Afterwork, Con amigos, Ceviche, Sushi, Latino;
El Tulipán;Para ver deportes;0;0;Calle del General Díaz Porlier, 59, 28006 Madrid;40.43059969999999;-3.6768291;28006;35;;Afterwork, Con amigos, Familia, De cuchara, Marisco, Español, Europeo;
Olivia;Mediterráneo;0;0;Calle Duque de Sesto, 40, 28009 Madrid;40.4223475;-3.6751486;28009;28;;Familia, Grupos, Carnes, Día de la Madre, Family Days;
Alameda Madrid;Mediterráneo;0;0;Calle de Jorge Juan, 10, 28001 Madrid;40.4238046;-3.686521;28001;50;Hasta el último detalle de este local ubicado en Jorge Juan rezuma exquisitez y diseño. Empezando por su espectacular interiorismo a cargo de Materia Singular, que ha sabido sacar el mejor partido a un localazo al que ha dotado de un aire cálido, zen y arrebatadoramente trendy. Siguiendo por esos álamos que hacen honor al nombre del restaurante y que encontramos en pleno comedor, y acabando por una carta que toma lo mejor de la cocina española y de la tradicional y las dota de un empaque vanguardista que marca la diferencia. Porque tras Alameda encontramos a José Ángel Castro y Evangelía Chalatsakos, dos nombres consolidados en el panorama gastronómico andaluz gracias a uno de los caterings con más renombre de la comunidad y a su restaurante de Granada. Su cocina ininterrumpida durante todo el día (el local abre a las 9 h para desayunos y cierra sus puertas a las 24 h, empeñados en dar de comer a los más rezagados) le da un aire siempre desenfadado y efervescente. Pero no nos engañemos: estamos ante un restaurante gastronómico en toda regla donde todo funciona, desde el atún rojo al poke o el ravioli de remolacha.;Con amigos, De negocios, Romántico, Carnes, Tartar, Selección Insider - Gastronómicos, Selección Insider - Mediterráneos, Selección Insider - Novedades, Selección Insider - Recomendaciones locales, Selección Insider - Trendy;
La Perola del Sur;Español;0;0;Calle de Canarias, 54, 28045 Madrid;40.401616;-3.689819999999999;28045;15;;Económicos, Europeo;
Troquel;Mediterráneo;0;0;Calle de Jorge Juan, 50, 28001 Madrid;40.423509;-3.6808447;28001;25;;Día de la Madre;
Marvilla Restaurant;Peruano;0;0;Calle Hermandad de Donantes de Sangre, 45 Posterior (con Anoeta), 28041 Madrid;40.3526363;-3.700912;28041;15;;Con amigos, Ceviche, Latino;
Happy Green;Mediterráneo;0;0;Calle San Marcos, 28, 28004 Madrid;40.4212699;-3.6982047;28004;12;;Con amigos, Poke, Económicos, Healthy;
La Roca de Abascal;De mercado;0;0;Calle de José Abascal, 31, 28003 Madrid;40.43853800000001;-3.698419;28003;25;;;
La Toscana;Tipico;0;0;Calle de las Cuevas de Almanzora, 173, 28033 Madrid;40.4766217;-3.6594125;28033;15;;Familia, Bacalao, Español, Europeo;
Da Martuzza;Italiano;0;0;Calle de los Artistas 57, 28020 Madrid;40.4474684;-3.6991291;28020;20;;Familia, Para niños, Europeo;
Entre Páginas;Mediterráneo;0;0;Calle Duque de Sesto, 1, 28009 Madrid;40.42270389999999;-3.6786109;28009;25;;;
Carpe Diem;Tipico;0;0;Calle del Postigo de San Martín, 5, 28013 Madrid;40.4189184;-3.7064577;28013;18;;Familia, Español, Europeo;
URBAN Bar & Kitchen;Internacional;0;0;Av. del Mediterráneo, 28007 Madrid;40.4067283;-3.668918399999999;28007;15;;Económicos;
Cronicass Carnívoras;Americano;0;0;Calle de Arias Montano, 28, 28007 Madrid;40.4097213;-3.6708371;28007;10;;Con amigos;
Burger Kas - Vallecas;Americano;0;0;Calle de Luis I, 56 Dentro de PADEL KAS, 28031 Madrid;40.3755744;-3.6472687;28031;12;;Hamburguesas, Económicos, Family Days;
La Remonta;Español;0;0;Plaza de la Remonta, 3, 28039 Madrid;40.4645555;-3.6975709;28039;15;;Europeo;
Tacoperry;Mexicano;0;0;Calle de Juan Duque, 14, 28005 Madrid;40.4129566;-3.7195543;28005;16;;Latino;
Plaza Mañanitas;Mexicano;0;0;Calle de Padilla, 54, 28006 Madrid;40.4311583;-3.677583499999999;28006;20;;Con amigos, Día del Padre, Latino;
El Rincón Asturiano II;Asturiano;0;0;Calle Delicias, 26, 28045 Madrid;40.4039889;-3.6923936;28045;30;;Con amigos, Europeo, Español;
Thai Zafra;Tailandés;0;0;Calle del Marqués de Mondéjar, 4, 28028 Madrid;40.4268517;-3.6669386;28028;20;;Con amigos, Asiático;
El Gato y la Almendra;Mediterráneo;0;0;Calle del Oriana, 15, 28045 Madrid;40.3961761;-3.6831761;28045;20;;Con amigos;
Misska;Asiático;0;0;Calle Eloy Gonzalo, 20, 28010 Madrid;40.43392650000001;-3.7019686;28010;20;;Afterwork, Familia, Sushi;
El Palco;Mediterráneo;0;0;Calle Prof. Waksman, 3, 28036 Madrid;40.4562278;-3.689105;28036;20;;Family Days;
El Jardín de Porlier;Español;0;0;Calle del General Díaz Porlier, 97, 28006 Madrid;40.4342947;-3.676562;28006;35;;De moda, Europeo;
POP;Mediterráneo;0;0;Av. de Camilo José Cela, 15, 28028 Madrid;40.4370053;-3.6676582;28028;25;;Con amigos, Cocido;
Daruma Tako;De Fusión;0;0;Calle del Tribulete, 18, 28012 Madrid;40.4077285;-3.7031975;28012;16;;;
Seoane;Del Norte;0;0;Calle de Alcalá, 597, 28022 Madrid;40.4465153;-3.6128563;28022;25;;Europeo, Español;
Romi Medmex;Mexicano;0;0;Calle Sánchez Pacheco, 17, 28002 Madrid;40.44694339999999;-3.6763278;28002;15;;Económicos, Family Days, Latino;
Carlos Oyarbide;Gastronómico;0;0;Calle de Villanueva, 21, 28001 Madrid;40.4224527;-3.6849186;28001;60;Entrar en casa del chef Carlos Oyarbide es hacerlo en un lugar en el que se sabe un rato de gastronomía, un restaurante que hace bandera del recetario tradicional pero lo trabaja con técnicas (e ideas) contemporáneas. Y es que Oyarbide lleva la gastronomía en los genes, desde que su abuelo José inició un negocio familiar, allá en su Alsasua natal, del que años más tarde emergería uno de los grandes cocineros de la España contemporánea. Si preguntamos a Oyarbide cómo es su cocina responderá, sin duda, que tradicional, con recetas como las kokotxas de merluza al pil-pil, los callos de ternera o la vaca a la moda. Todas ellas tienen, sin embargo, esa pátina de alta gastronomía que solo saben insuflar los grandes cocineros, que se siente especialmente en platos como las croquetas semifluidas o el original pichón asado con croquetas en sus interiores. Los postres siguen la misma línea, y tienen un buen menú degustación ideal para conocer mejor el imaginario de Oyarbide.;Con amigos, De moda, De negocios, Selección Insider - Gastronómicos, Selección Insider - Grandes chefs, Selección Insider - Recomendaciones locales, Selección Insider - Trendy, De mercado;
Pura Vida - Vegan Bar;Vegetariano;0;0;Calle de López Silva, 4, 28005 Madrid;40.4101243;-3.7091044;28005;15;;Certificado de Excelencia TripAdvisor 2018;
Nunca Cocinas Sin Hambre;Coreano;0;0;Calle del Noviciado, 14, 28015 Madrid;40.4257206;-3.7086949;28015;20;;Con amigos, Asiático;
Boca Grande;Español;0;0;Calle de Fernán Gonzalez, 36, 28009 Madrid;40.420756;-3.6747459;28009;15;;Europeo;
Fishonfire;Asiático;0;0;Calle Redondilla, 7, 28005 Madrid;40.4124962;-3.7124735;28005;25;;;
L'Orangerie & Creperie;Francés;0;0;Calle de San Joaquín, 14, 28004 Madrid;40.4245173;-3.7016119;28004;15;;Europeo;
OM;Mediterráneo;0;0;Calle del Moscatelar, 31, 28043 Madrid;40.4573351;-3.64674;28043;20;;Carnes, Hamburguesas;
Al Toque;Peruano;0;0;Calle de la Duquesa de Parcent, 56, 28047 Madrid;40.3956783;-3.7476125;28047;15;;Con amigos, Family Days, Latino;
Cafrune;Argentino;0;0;Calle del Barquillo, 20, 28004 Madrid;40.4218102;-3.6955906;28004;30;;Con amigos, Carnes, Latino;
Loliam;Vegetariano;0;0;Calle Villalar, 6, 28001 Madrid;40.4212387;-3.689716;28001;15;;Económicos;
La Cervecería de Pepe;Español;0;0;Calle de Agustín de Foxá, 31, 28036 Madrid;40.4714905;-3.6845731;28036;25;;Familia, Arroces, Carnes, Paella, Europeo;
Lasa;De mercado;0;0;Av. de Menéndez Pelayo, 37, 28009 Madrid;40.41793870000001;-3.6784063;28009;30;;;
Jumbo;Asador;0;0;Calle de Gonzalo de Céspedes, 20, 28042 Madrid;40.4708777;-3.5793513;28042;15;;Día del Padre, Económicos;
Taberna La Carnicería;De mercado;0;0;Av. Donostiarra, 12, 28027 Madrid;40.434738;-3.6583037;28027;15;;Económicos;
